Date,CL-CO,XB-HO,XB-CL,HO-CL,NG-CL,CAP-BAP,BAP-DAE,CAP-DAE
2015-07-10,-5.979999999999997,-1.1340000000000003,19.169999999999995,20.303999999999995,-39.232,-11.707500000000001,-6.588539999999998,-18.296039999999998
2015-07-13,-5.579999999999998,-1.096199999999996,18.651199999999996,19.747399999999992,-38.8706,-11.2875,-6.405000000000001,-17.692500000000003
2015-07-14,-5.399999999999999,-1.234800000000007,18.494399999999985,19.72919999999999,-39.3772,-11.366460000000002,-6.142079999999996,-17.508539999999996
2015-07-15,-5.340000000000003,-1.251599999999982,18.357400000000005,19.608999999999988,-37.5306,-11.0775,-6.116039999999998,-17.19354
2015-07-16,-5.669999999999995,-1.024799999999999,18.771799999999992,19.79659999999999,-37.1972,-11.20896,-5.99802,-17.20698
2015-07-17,-6.030000000000001,-0.2856000000000023,19.256999999999998,19.5426,-37.1456,-11.366460000000002,-5.99802,-17.36448
2015-07-20,-6.039999999999999,0.07980000000000587,19.483999999999995,19.40419999999999,-36.9368,-11.13,-5.932500000000001,-17.0625
2015-07-21,-6.090000000000003,-0.36539999999999395,19.306200000000004,19.671599999999998,-37.2764,-10.933019999999999,-6.247500000000002,-17.18052
2015-07-22,-6.289999999999999,-0.5039999999999907,19.162599999999998,19.66659999999999,-36.336400000000005,-10.434059999999999,-6.413819999999998,-16.847879999999996
2015-07-23,-6.460000000000001,-0.7266000000000048,19.13199999999999,19.858599999999996,-35.8638,-10.657499999999999,-6.177360000000004,-16.834860000000003
2015-07-24,-6.210000000000001,-0.025200000000012324,19.250999999999998,19.27620000000001,-35.6472,-10.880519999999999,-5.941320000000001,-16.82184
2015-07-27,-5.920000000000002,0.2184000000000026,18.977599999999995,18.759199999999993,-35.3176,-10.395000000000001,-5.879999999999999,-16.275
2015-07-28,-5.589999999999996,0.16800000000000637,18.7626,18.594599999999993,-35.5158,-10.65792,-5.573819999999998,-16.23174
2015-07-29,-5.57,0.3108000000000004,18.719799999999992,18.408999999999992,-35.78360000000001,-10.368960000000001,-5.783819999999999,-16.15278
2015-07-30,-5.549999999999997,0.2646000000000015,18.68399999999999,18.41939999999999,-36.0904,-10.316459999999998,-5.626320000000003,-15.94278
2015-07-31,-5.450000000000003,0.28139999999999077,18.533999999999992,18.2526,-35.5454,-10.106459999999998,-5.389860000000002,-15.49632
2015-08-03,-5.0,-1.3901999999999788,17.306200000000004,18.696399999999983,-33.597,-9.633539999999998,-5.048820000000003,-14.682360000000001
2015-08-04,-5.240000000000002,-1.4238,17.536,18.9598,-33.8148,-9.63396,-5.1273599999999995,-14.76132
2015-08-05,-5.270000000000003,-1.2432000000000016,17.6312,18.8744,-33.429199999999994,-9.63354,-5.075279999999999,-14.70882
2015-08-06,-5.409999999999997,-1.6463999999999999,17.365599999999993,19.011999999999993,-33.3454,-9.66,-5.101319999999998,-14.761319999999998
2015-08-07,-5.529999999999994,-1.4573999999999927,17.701399999999992,19.158799999999985,-32.5912,-9.68646,-4.943819999999999,-14.630279999999999
2015-08-10,-5.6200000000000045,-1.482600000000005,17.8774,19.360000000000007,-33.8836,-10.185,-4.78632,-14.97132
2015-08-11,-5.770000000000003,-1.0626000000000033,18.272199999999998,19.3348,-32.641,-9.975000000000001,-4.943819999999995,-14.918819999999997
2015-08-12,-5.740000000000002,-1.0541999999999945,18.522399999999998,19.576599999999992,-32.913199999999996,-10.10646,-5.074860000000001,-15.181320000000001
2015-08-13,-5.68,-1.16340000000001,18.289399999999993,19.452800000000003,-33.005399999999995,-10.263540000000003,-5.022780000000001,-15.286320000000003
