S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate,n_days
98,99,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
80,121,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
95,102,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
90,108,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
88,110,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
78,124,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
10,76,0.2208,390.0574,-5980.5,7318.22,0.5013,4728
83,117,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
89,109,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
82,118,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
91,107,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
85,114,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
86,113,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
96,101,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
92,106,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
97,100,0.2208,390.0244,-5756.74,7317.6,0.5091,4728
5,32,0.2207,389.8314,-6767.14,7313.98,0.5034,4728
7,34,0.2206,389.7046,-5090.73,7311.6,0.5034,4728
10,96,0.2205,389.5788,-5572.8,7309.24,0.5021,4728
21,22,0.2205,389.4125,-5667.87,7306.12,0.504,4728
14,77,0.2205,389.5361,-5770.4,7308.44,0.5034,4728
3,50,0.2204,389.2867,-6576.04,7303.76,0.5051,4728
7,94,0.2203,389.1876,-7482.58,7301.9,0.5006,4728
6,82,0.2201,388.7185,-6306.88,7293.1,0.5015,4728
9,13,0.2199,388.516,-6356.0,7289.3,0.4964,4728
2,112,0.2197,388.0448,-6075.02,7280.46,0.5057,4728
12,27,0.2197,388.129,-5258.5,7282.04,0.504,4728
13,25,0.2194,387.5129,-4598.25,7270.48,0.503,4728
5,90,0.2194,387.6355,-7367.2,7272.78,0.5013,4728
94,103,0.2193,387.3061,-5756.74,7266.6,0.5089,4728
93,104,0.2193,387.3061,-5756.74,7266.6,0.5089,4728
92,105,0.2193,387.3061,-5756.74,7266.6,0.5089,4728
4,86,0.2191,387.1046,-6603.66,7262.82,0.5006,4728
2,60,0.2189,386.5972,-5893.24,7253.3,0.503,4728
4,106,0.2189,386.5823,-6871.46,7253.02,0.5023,4728
8,97,0.2186,386.0898,-5819.7,7243.78,0.5019,4728
5,68,0.2185,385.9725,-5783.25,7241.58,0.5002,4728
6,47,0.2185,386.0472,-5026.32,7242.98,0.5051,4728
3,81,0.2184,385.7231,-6402.38,7236.9,0.5023,4728
5,72,0.2184,385.8105,-5410.75,7238.54,0.5008,4728
2,105,0.2183,385.6165,-7180.08,7234.9,0.5055,4728
7,84,0.2183,385.6666,-7131.64,7235.84,0.5008,4728
10,99,0.2182,385.4353,-5584.5,7231.5,0.5019,4728
3,84,0.2182,385.5056,-6578.46,7232.82,0.5036,4728
5,31,0.2181,385.1848,-6189.82,7226.8,0.5023,4728
16,24,0.218,385.1016,-4295.01,7225.24,0.503,4728
11,71,0.218,385.0942,-5673.86,7225.1,0.5008,4728
3,83,0.2179,384.8927,-6501.46,7221.32,0.5034,4728
7,83,0.2177,384.494,-6677.64,7213.84,0.5011,4728
3,37,0.2176,384.365,-6131.68,7211.42,0.5025,4728
9,76,0.2176,384.4588,-5654.75,7213.18,0.5013,4728
3,41,0.2175,384.235,-6209.23,7208.98,0.5013,4728
19,20,0.2173,383.8416,-4878.65,7201.6,0.5034,4728
2,110,0.2173,383.8555,-6503.12,7201.86,0.5055,4728
6,46,0.2172,383.6764,-5069.8,7198.5,0.5047,4728
12,32,0.2169,383.217,-5721.73,7189.88,0.5042,4728
3,47,0.2169,383.1306,-6391.04,7188.26,0.5042,4728
16,26,0.2168,382.9569,-5994.45,7185.0,0.5044,4728
12,28,0.2166,382.5507,-5128.75,7177.38,0.504,4728
11,72,0.2162,381.9154,-5700.0,7165.46,0.5008,4728
3,94,0.2159,381.3653,-7125.84,7155.14,0.5034,4728
9,78,0.2159,381.3856,-6463.96,7155.52,0.5006,4728
11,25,0.2159,381.2918,-5405.58,7153.76,0.5036,4728
5,46,0.2158,381.183,-5778.58,7151.72,0.5038,4728
10,12,0.2157,381.0189,-6293.0,7148.64,0.4964,4728
2,38,0.2155,380.6852,-6215.97,7142.38,0.4996,4728
2,31,0.2155,380.6042,-6457.99,7140.86,0.4998,4728
9,79,0.2154,380.5179,-6258.74,7139.24,0.5011,4728
3,113,0.2154,380.4891,-6915.28,7138.7,0.504,4728
12,85,0.2153,380.3665,-6487.44,7136.4,0.5015,4728
3,103,0.215,379.8015,-7107.78,7125.8,0.5025,4728
7,35,0.215,379.8602,-5533.97,7126.9,0.5034,4728
15,30,0.2147,379.2568,-5389.69,7115.58,0.5038,4728
7,82,0.2145,378.8443,-7035.14,7107.84,0.5013,4728
14,78,0.2144,378.6471,-6043.2,7104.14,0.503,4728
2,106,0.2144,378.662,-6873.56,7104.42,0.5053,4728
7,37,0.2143,378.4733,-4983.49,7100.88,0.504,4728
13,82,0.2143,378.5458,-5663.6,7102.24,0.5019,4728
11,27,0.2142,378.2921,-4717.24,7097.48,0.5025,4728
8,34,0.2141,378.1194,-4793.37,7094.24,0.5036,4728
10,91,0.2141,378.1492,-5913.2,7094.8,0.5017,4728
7,81,0.2141,378.1141,-7084.34,7094.14,0.5011,4728
4,101,0.2137,377.5118,-7508.14,7082.84,0.503,4728
2,63,0.2136,377.2698,-5893.24,7078.3,0.5032,4728
4,80,0.2136,377.2431,-5504.18,7077.8,0.5006,4728
11,75,0.2135,377.2016,-5543.0,7077.02,0.5008,4728
8,98,0.2132,376.5492,-5829.7,7064.78,0.5015,4728
4,102,0.2132,376.5236,-7204.68,7064.3,0.5025,4728
17,21,0.2131,376.4948,-4756.09,7063.76,0.5034,4728
8,84,0.213,376.2177,-7960.92,7058.56,0.5006,4728
2,35,0.213,376.2262,-6930.63,7058.72,0.4979,4728
8,71,0.2127,375.7209,-6144.0,7049.24,0.5013,4728
3,93,0.2126,375.5557,-7270.34,7046.14,0.503,4728
5,113,0.2125,375.3585,-7608.04,7042.44,0.5027,4728
7,87,0.2125,375.3244,-8126.18,7041.8,0.4992,4728
17,27,0.2124,375.2604,-5716.89,7040.6,0.5042,4728
4,91,0.2123,375.0355,-7655.6,7036.38,0.5013,4728
10,74,0.2123,375.0813,-6231.5,7037.24,0.5015,4728
7,76,0.2121,374.5782,-6126.94,7027.8,0.5015,4728
4,24,0.212,374.5121,-6233.44,7026.56,0.5004,4728
4,79,0.2119,374.2648,-5453.06,7021.92,0.5004,4728
3,82,0.2118,374.1795,-6252.96,7020.32,0.503,4728
13,26,0.2111,372.8193,-5379.25,6994.8,0.504,4728
2,62,0.2111,372.8992,-5893.24,6996.3,0.5025,4728
16,19,0.211,372.7361,-4698.47,6993.24,0.5034,4728
2,107,0.2109,372.4792,-6873.56,6988.42,0.5053,4728
11,90,0.2108,372.2831,-6050.6,6984.74,0.5017,4728
81,119,0.2108,372.3023,-5756.74,6985.1,0.5089,4728
84,115,0.2108,372.3023,-5756.74,6985.1,0.5089,4728
79,122,0.2108,372.3023,-5756.74,6985.1,0.5089,4728
14,76,0.2107,372.1275,-5831.52,6981.82,0.503,4728
5,71,0.2106,371.9686,-5403.75,6978.84,0.5004,4728
14,68,0.2106,371.9878,-5310.69,6979.2,0.5023,4728
3,112,0.2105,371.7736,-6722.8,6975.18,0.5038,4728
13,68,0.2103,371.5017,-5629.26,6970.08,0.5015,4728
5,114,0.2103,371.4399,-7875.06,6968.92,0.5032,4728
16,28,0.21,370.9687,-5938.69,6960.08,0.5044,4728
17,23,0.2098,370.5455,-4808.61,6952.14,0.503,4728
3,51,0.2098,370.6255,-6316.85,6953.64,0.5042,4728
10,100,0.2097,370.4581,-5425.0,6950.5,0.5019,4728
6,20,0.2096,370.2407,-4897.25,6946.42,0.4998,4728
3,109,0.2095,370.1532,-6871.1,6944.78,0.5036,4728
8,94,0.2095,370.1149,-7070.42,6944.06,0.5015,4728
82,119,0.2094,369.9305,-5756.74,6940.6,0.5089,4728
79,123,0.2094,369.9305,-5756.74,6940.6,0.5089,4728
87,112,0.2094,369.9305,-5756.74,6940.6,0.5089,4728
15,29,0.2094,369.8761,-6257.19,6939.58,0.5036,4728
84,116,0.2094,369.9305,-5756.74,6940.6,0.5089,4728
81,120,0.2094,369.9305,-5756.74,6940.6,0.5089,4728
5,86,0.2094,369.972,-5801.6,6941.38,0.5015,4728
13,67,0.2093,369.7045,-5424.48,6936.36,0.5017,4728
90,107,0.2092,369.584,-5756.74,6934.1,0.5087,4728
80,120,0.2092,369.584,-5756.74,6934.1,0.5087,4728
78,123,0.2092,369.584,-5756.74,6934.1,0.5087,4728
91,106,0.2092,369.584,-5756.74,6934.1,0.5087,4728
87,111,0.2092,369.584,-5756.74,6934.1,0.5087,4728
86,112,0.2092,369.584,-5756.74,6934.1,0.5087,4728
83,116,0.2092,369.584,-5756.74,6934.1,0.5087,4728
8,35,0.2091,369.3143,-5034.57,6929.04,0.5038,4728
5,107,0.2089,368.9476,-8505.32,6922.16,0.5015,4728
8,111,0.2088,368.9082,-6527.06,6921.42,0.5025,4728
85,113,0.2087,368.6779,-5756.74,6917.1,0.5085,4728
89,108,0.2087,368.6779,-5756.74,6917.1,0.5085,4728
82,117,0.2087,368.6779,-5756.74,6917.1,0.5085,4728
15,22,0.2087,368.6299,-4427.25,6916.2,0.5027,4728
13,35,0.2086,368.3912,-5231.45,6911.72,0.5019,4728
9,30,0.2085,368.2835,-5605.32,6909.7,0.5025,4728
3,46,0.2085,368.3603,-6888.47,6911.14,0.5023,4728
6,81,0.2084,368.1449,-6248.38,6907.1,0.5013,4728
15,74,0.2084,368.0746,-5210.56,6905.78,0.5038,4728
9,36,0.2083,367.9264,-5245.11,6903.0,0.5042,4728
5,83,0.2082,367.7111,-5808.02,6898.96,0.5006,4728
4,78,0.2082,367.7249,-5746.25,6899.22,0.5002,4728
14,23,0.2081,367.5085,-4540.0,6895.16,0.5032,4728
12,69,0.2078,367.0789,-5673.5,6887.1,0.5017,4728
98,100,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
93,105,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
89,110,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
97,101,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
96,102,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
88,111,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
90,109,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
10,26,0.2076,366.6472,-5611.23,6879.0,0.5034,4728
94,104,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
85,115,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
95,103,0.2076,366.6792,-5756.74,6879.6,0.5087,4728
5,105,0.2075,366.5374,-8137.04,6876.94,0.5015,4728
79,121,0.2075,366.5726,-5756.74,6877.6,0.5082,4728
11,94,0.207,365.6004,-5921.98,6859.36,0.5013,4728
13,30,0.2069,365.4863,-6030.73,6857.22,0.5036,4728
15,64,0.2068,365.319,-5256.76,6854.08,0.5019,4728
6,33,0.2067,365.077,-6123.0,6849.54,0.5017,4728
5,88,0.2067,365.0578,-7017.8,6849.18,0.5006,4728
5,73,0.2066,364.9171,-5824.75,6846.54,0.5008,4728
8,80,0.2064,364.5099,-7400.58,6838.9,0.5017,4728
11,92,0.2063,364.3745,-5943.98,6836.36,0.5011,4728
9,80,0.2063,364.3617,-6317.36,6836.12,0.5006,4728
91,108,0.2062,364.2274,-5756.74,6833.6,0.5085,4728
12,87,0.2061,364.1176,-6346.3,6831.54,0.5019,4728
5,106,0.206,363.8575,-8505.32,6826.66,0.5013,4728
8,118,0.2058,363.4823,-5658.74,6819.62,0.5036,4728
5,104,0.2058,363.526,-8137.04,6820.44,0.5013,4728
13,69,0.2058,363.5068,-5629.26,6820.08,0.5013,4728
8,70,0.2058,363.462,-6144.0,6819.24,0.5006,4728
8,93,0.2056,363.139,-6903.3,6813.18,0.5008,4728
3,111,0.2054,362.8459,-6722.8,6807.68,0.5036,4728
13,71,0.2054,362.8939,-5579.0,6808.58,0.5025,4728
2,111,0.2053,362.6743,-6536.02,6804.46,0.5053,4728
12,86,0.2052,362.4643,-6380.82,6800.52,0.5015,4728
5,67,0.2052,362.5474,-6073.75,6802.08,0.5002,4728
17,19,0.2047,361.5923,-4930.1,6784.16,0.5023,4728
2,109,0.2046,361.3524,-6715.82,6779.66,0.5051,4728
5,84,0.2043,360.8621,-5808.02,6770.46,0.5006,4728
2,113,0.2043,360.9101,-6225.62,6771.36,0.5053,4728
2,104,0.2042,360.7256,-7324.58,6767.9,0.5049,4728
8,36,0.2041,360.5998,-4988.07,6765.54,0.503,4728
8,95,0.2041,360.6105,-6799.74,6765.74,0.5013,4728
8,120,0.2041,360.4709,-5163.24,6763.12,0.5038,4728
13,83,0.2038,359.9603,-6192.3,6753.54,0.5019,4728
5,33,0.2034,359.3494,-6713.04,6742.08,0.5027,4728
14,69,0.2033,359.0872,-5464.0,6737.16,0.5023,4728
1,31,0.2033,359.1565,-5999.64,6738.46,0.497,4728
16,21,0.2031,358.7962,-4665.25,6731.7,0.5027,4728
5,40,0.2031,358.8527,-5594.54,6732.76,0.5036,4728
11,91,0.2026,357.8922,-6050.6,6714.74,0.5013,4728
2,114,0.2026,357.8603,-6690.84,6714.14,0.5055,4728
8,79,0.2025,357.7142,-6946.58,6711.4,0.5013,4728
15,21,0.2023,357.3997,-5200.76,6705.5,0.5021,4728
7,97,0.2022,357.2132,-7669.48,6702.0,0.5011,4728
7,85,0.2022,357.1301,-7442.04,6700.44,0.4994,4728
13,65,0.2022,357.2441,-6041.5,6702.58,0.5011,4728
3,38,0.2022,357.2068,-6514.47,6701.88,0.5013,4728
9,108,0.202,356.8795,-5942.78,6695.74,0.5019,4728
18,19,0.202,356.9041,-4335.65,6696.2,0.503,4728
15,67,0.2017,356.3114,-5229.5,6685.08,0.503,4728
8,119,0.2016,356.1003,-5387.24,6681.12,0.5036,4728
7,80,0.2016,356.0769,-6787.3,6680.68,0.5013,4728
2,41,0.2012,355.4628,-7215.44,6669.16,0.4989,4728
5,22,0.2012,355.3712,-6056.5,6667.44,0.4987,4728
1,28,0.201,355.1079,-5775.75,6662.5,0.4973,4728
3,26,0.2007,354.4768,-6950.19,6650.66,0.4983,4728
19,21,0.2006,354.3638,-5287.91,6648.54,0.5034,4728
9,105,0.2006,354.3723,-5654.3,6648.7,0.5011,4728
80,122,0.2005,354.2604,-6050.74,6646.6,0.5087,4728
78,125,0.2005,354.2604,-6050.74,6646.6,0.5087,4728
1,111,0.2005,354.0973,-7846.08,6643.54,0.5057,4728
2,46,0.2004,353.9236,-7176.43,6640.28,0.5,4728
3,110,0.2003,353.8063,-6722.8,6638.08,0.5036,4728
12,67,0.2002,353.672,-5575.75,6635.56,0.5015,4728
8,33,0.2002,353.5974,-5123.09,6634.16,0.5021,4728
17,61,0.2002,353.6357,-6238.0,6634.88,0.5019,4728
12,68,0.2002,353.7178,-5749.0,6636.42,0.5011,4728
5,42,0.2001,353.5025,-6041.92,6632.38,0.5032,4728
15,28,0.1999,353.0569,-6163.43,6624.02,0.5036,4728
4,40,0.1998,353.0196,-7122.36,6623.32,0.5013,4728
1,110,0.1998,352.9503,-7654.6,6622.02,0.5059,4728
8,28,0.1997,352.7403,-5495.0,6618.08,0.5038,4728
3,114,0.1996,352.6668,-6915.28,6616.7,0.5034,4728
13,70,0.1996,352.6604,-5629.26,6616.58,0.5013,4728
18,24,0.1994,352.3096,-5638.61,6610.0,0.5034,4728
10,72,0.1994,352.2777,-6109.32,6609.4,0.5008,4728
7,79,0.1992,351.9142,-6615.16,6602.58,0.5011,4728
9,110,0.1991,351.6946,-6104.08,6598.46,0.5025,4728
5,39,0.1989,351.3673,-5784.92,6592.32,0.503,4728
4,76,0.1988,351.2554,-6151.75,6590.22,0.4998,4728
15,63,0.1988,351.2021,-5595.62,6589.22,0.5021,4728
5,103,0.1985,350.7128,-8181.94,6580.04,0.5006,4728
15,20,0.1984,350.5103,-4940.47,6576.24,0.503,4728
16,27,0.1982,350.0242,-6151.99,6567.12,0.5025,4728
15,75,0.1982,350.0871,-5349.04,6568.3,0.5036,4728
12,36,0.1981,349.9911,-5754.75,6566.5,0.5008,4728
2,27,0.198,349.7289,-7201.5,6561.58,0.4994,4728
14,74,0.198,349.7417,-5800.02,6561.82,0.5025,4728
8,117,0.1979,349.666,-6006.72,6560.4,0.5034,4728
14,30,0.1978,349.3185,-5837.23,6553.88,0.5025,4728
16,25,0.1977,349.2812,-5677.77,6553.18,0.5036,4728
10,104,0.1977,349.2662,-5778.44,6552.9,0.5019,4728
8,32,0.1977,349.2876,-5123.82,6553.3,0.5027,4728
8,110,0.1975,348.9209,-7038.56,6546.42,0.5021,4728
4,70,0.1974,348.6629,-6493.25,6541.58,0.4983,4728
83,118,0.1973,348.5574,-6050.74,6539.6,0.5082,4728
8,109,0.1973,348.4412,-7048.56,6537.42,0.5021,4728
86,114,0.1973,348.5574,-6050.74,6539.6,0.5082,4728
92,107,0.1973,348.5574,-6050.74,6539.6,0.5082,4728
87,113,0.1973,348.5574,-6050.74,6539.6,0.5082,4728
14,25,0.1973,348.4348,-5446.5,6537.3,0.5034,4728
12,24,0.1972,348.2951,-5338.04,6534.68,0.5032,4728
1,75,0.1969,347.8058,-5294.44,6525.5,0.5027,4728
8,69,0.1968,347.6832,-6004.24,6523.2,0.5006,4728
7,33,0.1967,347.5212,-4993.19,6520.16,0.5027,4728
4,90,0.1966,347.2931,-7797.6,6515.88,0.5006,4728
3,115,0.1966,347.3134,-6709.72,6516.26,0.5038,4728
5,69,0.1965,347.1439,-5430.25,6513.08,0.5,4728
2,108,0.1964,347.0149,-6715.82,6510.66,0.5049,4728
4,50,0.1964,346.9562,-6332.79,6509.56,0.503,4728
11,70,0.1963,346.6972,-6029.25,6504.7,0.5004,4728
7,44,0.1963,346.8315,-5322.08,6507.22,0.5023,4728
3,85,0.1963,346.759,-6536.42,6505.86,0.5032,4728
9,109,0.1961,346.3902,-6104.08,6498.94,0.5023,4728
4,34,0.196,346.2015,-6988.45,6495.4,0.5017,4728
2,61,0.196,346.1429,-5893.24,6494.3,0.5023,4728
7,38,0.196,346.2271,-4637.49,6495.88,0.5034,4728
10,71,0.1959,346.1098,-5696.75,6493.68,0.5013,4728
11,73,0.1957,345.725,-5859.5,6486.46,0.5004,4728
18,25,0.1957,345.7805,-5846.49,6487.5,0.5032,4728
9,31,0.1956,345.4873,-5389.32,6482.0,0.5025,4728
8,116,0.1955,345.3679,-6362.36,6479.76,0.5032,4728
14,67,0.1954,345.2048,-5646.64,6476.7,0.5008,4728
7,86,0.1953,344.9703,-7993.18,6472.3,0.4992,4728
2,42,0.195,344.4117,-7528.13,6461.82,0.4987,4728
4,71,0.195,344.5055,-6774.75,6463.58,0.4983,4728
9,97,0.195,344.3851,-5755.02,6461.32,0.5015,4728
7,45,0.1949,344.3264,-5618.25,6460.22,0.5023,4728
3,24,0.1949,344.3691,-7643.08,6461.02,0.4985,4728
7,71,0.1949,344.3179,-5642.38,6460.06,0.5008,4728
17,20,0.1949,344.2987,-4335.65,6459.7,0.5025,4728
9,35,0.1948,344.1676,-5173.37,6457.24,0.5038,4728
18,72,0.1947,343.8734,-5384.62,6451.72,0.5044,4728
15,27,0.1947,343.9661,-6031.99,6453.46,0.503,4728
11,93,0.1946,343.8009,-5921.98,6450.36,0.5006,4728
77,125,0.1944,343.4673,-6297.74,6444.1,0.5085,4728
2,115,0.1943,343.204,-6764.32,6439.16,0.5057,4728
5,97,0.1941,342.8607,-8376.76,6432.72,0.5004,4728
5,47,0.194,342.6731,-5868.6,6429.2,0.5036,4728
7,75,0.194,342.7189,-5942.68,6430.06,0.5008,4728
15,23,0.194,342.72,-4871.0,6430.08,0.5034,4728
9,15,0.1938,342.2957,-6074.02,6422.12,0.497,4728
3,39,0.1938,342.4098,-6571.69,6424.26,0.5006,4728
4,49,0.1937,342.2211,-6136.63,6420.72,0.5034,4728
18,22,0.1936,342.0079,-5332.53,6416.72,0.5032,4728
12,88,0.1934,341.6519,-6346.3,6410.04,0.5011,4728
7,96,0.1934,341.7169,-7548.22,6411.26,0.5004,4728
11,29,0.1932,341.314,-5055.5,6403.7,0.503,4728
11,34,0.1932,341.3545,-5551.65,6404.46,0.5038,4728
7,73,0.1932,341.2894,-5984.0,6403.24,0.5008,4728
1,112,0.1932,341.1988,-7846.08,6401.54,0.5057,4728
5,116,0.1931,341.1605,-7875.06,6400.82,0.5034,4728
14,62,0.1931,341.1605,-5620.5,6400.82,0.5025,4728
4,48,0.193,340.9952,-6547.08,6397.72,0.5038,4728
8,13,0.1928,340.5816,-6909.43,6389.96,0.4966,4728
94,106,0.1925,340.0827,-6050.74,6380.6,0.5082,4728
89,112,0.1925,340.0827,-6050.74,6380.6,0.5082,4728
8,72,0.1925,339.9911,-6114.86,6378.88,0.5008,4728
95,105,0.1925,340.0827,-6050.74,6380.6,0.5082,4728
9,106,0.1925,340.0305,-6049.4,6379.62,0.5015,4728
96,104,0.1925,340.0827,-6050.74,6380.6,0.5082,4728
6,51,0.1924,339.8962,-6496.95,6377.1,0.5017,4728
17,24,0.1921,339.2619,-5589.25,6365.2,0.5036,4728
2,121,0.1921,339.2694,-6324.14,6365.34,0.5047,4728
10,30,0.1919,338.9688,-4730.25,6359.7,0.5032,4728
2,28,0.1917,338.6287,-7592.28,6353.32,0.4989,4728
7,52,0.1916,338.5317,-6538.05,6351.5,0.5015,4728
13,72,0.1916,338.5093,-5482.0,6351.08,0.5023,4728
6,34,0.1915,338.2684,-5777.56,6346.56,0.5013,4728
15,69,0.1914,338.1096,-5038.5,6343.58,0.5034,4728
5,74,0.1912,337.809,-5915.75,6337.94,0.5006,4728
14,66,0.1912,337.7973,-5595.62,6337.72,0.5013,4728
5,98,0.1911,337.6374,-8376.76,6334.72,0.5002,4728
17,60,0.191,337.3794,-5559.5,6329.88,0.5021,4728
6,96,0.191,337.341,-8023.82,6329.16,0.5,4728
9,11,0.1908,336.9956,-5859.0,6322.68,0.4962,4728
13,84,0.1908,337.0415,-6192.3,6323.54,0.5013,4728
9,100,0.1907,336.8016,-5483.8,6319.04,0.5019,4728
95,104,0.1905,336.4584,-6050.74,6312.6,0.508,4728
97,102,0.1905,336.4584,-6050.74,6312.6,0.508,4728
98,101,0.1905,336.4584,-6050.74,6312.6,0.508,4728
2,43,0.1905,336.581,-8425.2,6314.9,0.4985,4728
96,103,0.1905,336.4584,-6050.74,6312.6,0.508,4728
99,100,0.1905,336.4584,-6050.74,6312.6,0.508,4728
94,105,0.1905,336.4584,-6050.74,6312.6,0.508,4728
93,107,0.1905,336.4584,-6050.74,6312.6,0.508,4728
92,108,0.1905,336.4584,-6050.74,6312.6,0.508,4728
87,114,0.1905,336.4584,-6050.74,6312.6,0.508,4728
88,113,0.1905,336.4584,-6050.74,6312.6,0.508,4728
91,109,0.1905,336.4584,-6050.74,6312.6,0.508,4728
85,117,0.1905,336.4584,-6050.74,6312.6,0.508,4728
90,110,0.1905,336.4584,-6050.74,6312.6,0.508,4728
3,45,0.1904,336.4189,-7637.75,6311.86,0.5019,4728
5,43,0.1902,335.9925,-6987.44,6303.86,0.5025,4728
16,62,0.1902,335.9936,-5177.46,6303.88,0.5013,4728
9,103,0.19,335.5715,-5807.04,6295.96,0.5008,4728
4,21,0.19,335.5928,-5914.24,6296.36,0.4987,4728
2,103,0.19,335.6482,-7532.08,6297.4,0.5038,4728
8,43,0.19,335.5534,-6623.75,6295.62,0.5042,4728
5,89,0.1898,335.2911,-7396.28,6290.7,0.5006,4728
5,117,0.1898,335.2442,-7875.06,6289.82,0.5036,4728
9,77,0.1898,335.3551,-6128.08,6291.9,0.5006,4728
3,25,0.1898,335.2442,-7602.78,6289.82,0.4987,4728
3,43,0.1897,335.0097,-8438.19,6285.42,0.5015,4728
14,79,0.1897,335.0747,-6043.2,6286.64,0.5023,4728
8,37,0.1895,334.7475,-5346.37,6280.5,0.5034,4728
6,97,0.1895,334.675,-7875.84,6279.14,0.5,4728
10,35,0.1893,334.3765,-5714.57,6273.54,0.5044,4728
8,121,0.1892,334.2305,-5386.06,6270.8,0.5032,4728
3,104,0.1891,334.0492,-7689.98,6267.4,0.5023,4728
3,108,0.1891,333.9672,-7493.52,6265.86,0.5032,4728
2,116,0.189,333.8232,-6664.32,6263.16,0.5053,4728
100,112,0.189,333.8232,-5751.18,6263.16,0.5082,4728
101,111,0.189,333.8232,-5751.18,6263.16,0.5082,4728
99,113,0.189,333.8232,-5751.18,6263.16,0.5082,4728
12,117,0.1887,333.3958,-5606.4,6255.14,0.5034,4728
14,75,0.1887,333.3787,-5749.02,6254.82,0.5023,4728
16,65,0.1884,332.8862,-5669.5,6245.58,0.5027,4728
77,126,0.1883,332.6208,-6456.74,6240.6,0.5085,4728
14,33,0.1883,332.6922,-5233.13,6241.94,0.5013,4728
10,101,0.1882,332.4982,-5746.04,6238.3,0.5019,4728
20,21,0.1881,332.2925,-5719.67,6234.44,0.504,4728
76,126,0.1881,332.1944,-6418.74,6232.6,0.508,4728
17,26,0.188,332.1774,-5966.99,6232.28,0.5025,4728
6,80,0.188,332.1411,-6248.38,6231.6,0.5004,4728
7,51,0.188,332.0558,-6896.05,6230.0,0.5013,4728
12,73,0.1879,331.9183,-5781.0,6227.42,0.5019,4728
6,42,0.1878,331.7435,-6076.16,6224.14,0.5032,4728
6,31,0.1877,331.5495,-6159.62,6220.5,0.5019,4728
14,65,0.1876,331.3214,-5542.12,6216.22,0.5015,4728
7,49,0.1876,331.4695,-6468.3,6219.0,0.5034,4728
3,117,0.1875,331.2041,-6830.96,6214.02,0.5042,4728
17,66,0.1874,331.0026,-5288.27,6210.24,0.503,4728
5,78,0.1873,330.9142,-5682.25,6208.58,0.4992,4728
7,15,0.1872,330.6423,-6979.0,6203.48,0.4953,4728
9,111,0.1872,330.6946,-6104.08,6204.46,0.5023,4728
13,66,0.1872,330.6157,-5618.0,6202.98,0.5011,4728
5,82,0.187,330.3748,-5808.02,6198.46,0.5,4728
7,78,0.1869,330.1413,-6615.16,6194.08,0.5011,4728
10,105,0.1868,330.0113,-5722.7,6191.64,0.5017,4728
14,80,0.1868,329.958,-5541.7,6190.64,0.5019,4728
9,75,0.1867,329.8226,-6256.75,6188.1,0.5006,4728
16,68,0.1866,329.7064,-5169.5,6185.92,0.5036,4728
5,85,0.1865,329.442,-5605.52,6180.96,0.5011,4728
3,80,0.1864,329.247,-6323.48,6177.3,0.5021,4728
18,70,0.1861,328.7992,-4991.44,6168.9,0.5038,4728
7,95,0.1858,328.2929,-7667.58,6159.4,0.4998,4728
8,68,0.1858,328.2289,-5887.24,6158.2,0.4996,4728
10,103,0.1858,328.2129,-5768.44,6157.9,0.5015,4728
11,100,0.1856,327.907,-5802.68,6152.16,0.5019,4728
10,75,0.1855,327.6394,-6786.0,6147.14,0.5002,4728
16,63,0.1854,327.5456,-6144.0,6145.38,0.5019,4728
8,112,0.1854,327.4625,-6482.16,6143.82,0.5023,4728
8,44,0.1852,327.1342,-6445.21,6137.66,0.5036,4728
6,108,0.1851,326.9711,-7815.38,6134.6,0.5019,4728
3,116,0.1851,326.9263,-6709.72,6133.76,0.5038,4728
6,68,0.1849,326.5383,-5583.26,6126.48,0.5011,4728
17,63,0.1848,326.4882,-5640.5,6125.54,0.503,4728
11,28,0.1847,326.3038,-5453.25,6122.08,0.5025,4728
5,41,0.1846,326.0181,-6517.08,6116.72,0.5034,4728
11,26,0.1845,325.9637,-5280.25,6115.7,0.5023,4728
